main_id,id,version,hip,tyc,ucac,twomass,sdss,allwise,gaia,apass,kic,objtype,typesrc,ra,dec,posflag,pmra,e_pmra,pmdec,e_pmdec,pmflag,plx,e_plx,parflag,gallong,gallat,eclong,eclat,bmag,e_bmag,vmag,e_vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,jmag,e_jmag,hmag,e_hmag,kmag,e_kmag,twomflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,gaiamag,e_gaiamag,tmag,e_tmag,tessflag,spflag,teff,e_teff,logg,e_logg,mh,e_mh,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_ebv,epos_ebv,ebvflag,eneg_mass,epos_mass,eneg_rad,epos_rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_teff,epos_teff,teffflag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareflag,vmagflag,bmagflag,splists,e_ra,e_dec,ra_orig,dec_orig,e_ra_orig,e_dec_orig,raddflag,wdflag,objid,CCD,sector,otype,sp_type,sp_qual,nbref
HD 153631,434710990,20190415,83276.0,5655-00099-1,383-078887,17011074-1334011,,,4.1407928177800673e+18,6433251.0,,STAR,tmgaia2,255.294830977785,-13.5671294831846,tmgaia2,-26.04,2.0,-315.48,2.0,sblink,38.21,2.12,hip,7.27717708351005,17.0605623695707,255.526474332176,9.13635880091373,7.695,0.0,7.14187,0.023,,,,,,,,,,,5.964,0.023,5.663,0.024,5.58,0.021,AAA-111-111-000-0-0,,,,,,,,,,6.95795,0.000299,6.54,0.006,gbprp,spec7,5882.27,,,,-0.0885819,0.00593362,1.34653,,,,,,DWARF,,,26.17116,,,,453.0,0.0041715023,,,0.0045110793,,,,,,,,,,,,,,,,hip,,,spect,7.30062,0.002004,6.50537,0.003116,0.0,,sirful,apassdr9,,31.2223910771969,31.0034832101833,255.29471564278,-13.5684877998791,0.482743370700345,0.464726978041772,1.0,0,1155045883,1,91,SB*,G0V,C,109
*  15 Oph,73601124,20190415,82007.0,6809-00555-1,335-086759,16450867-2311024,,J164508.62-231102.8,6.047978474412802e+18,,,STAR,tmgaia2,251.286120441471,-23.1840238641361,tmgaia2,-17.5104,0.288156,-29.5839,0.149817,gaia2,7.11849,0.211612,gaia2,356.891832068828,14.4090906630901,252.844533601844,-0.85236999524341,7.411,0.024,6.98,0.03,,,,,,,,,,,6.106,0.024,5.92,0.026,5.852,0.024,AAA-111-111-dd0-0-0,,5.964,0.064,5.748,0.039,5.862,0.015,5.81,0.054,6.8597,0.000171,6.54104,0.006,rered,spect,6478.2,119.934,3.32857,0.0977188,,,4.12286,0.268407,1.321,0.219701,0.0188498,0.004941,DWARF,26.971798,2.770015,140.147,4.194,0.0172999,0.02022255,1076.0,0.0051441547,,,0.0,0.0122866,0.0281585,panstarrs,0.138711,0.30069,0.207761,0.329053,0.00462155,0.00526044,0.0691776,0.12626,1.60839,3.93164,4.071,4.317,bj2018,112.267,127.601,spect,7.11057,0.000763,6.50606,0.000813,1.0,,hipvmag,tycho2b3,,4.56216343502731,2.32431376239469,251.286038426352,-23.184151239283,0.15829655951656,0.0999557168206012,1.0,0,1109532431,3,91,SB*,F3V,C,40
HD 155379,302728986,20190415,84147.0,6816-00449-1,324-101451,17121363-2515184,,J171213.60-251518.9,4.1124901859333755e+18,,,STAR,tmgaia2,258.056748827693,-25.2551451435529,tmgaia2,-9.30807,0.150677,-47.6428,0.0945452,gaia2,6.97303,0.0936948,gaia2,358.982440642089,8.22812543732184,259.204247086888,-2.26234464003066,6.465,0.024,6.52,0.03,,,,,,,,,,,6.513,0.018,6.491,0.042,6.52,0.021,AAA-111-111-000-0-0,,6.464,0.073,6.455,0.024,6.578,0.016,6.504,0.072,6.49232,0.000678534,6.54835,0.0063,rered,spect,10765.0,131.363,4.14266,0.108172,,,2.34863,0.229528,2.794,0.351541,0.215667,0.065474,DWARF,66.73904,14.2292,142.865,1.927,0.0358973,0.0623584,3951.0,0.017771572,,,0.0,0.0231738,0.101543,panstarrs,0.226028,0.477054,0.16912,0.289936,0.0798916,0.0510565,0.120692,0.0956526,10.1637,18.2947,1.927,1.927,bj2018,163.593,99.1333,spect,6.49407,0.001449,6.52091,0.002531,1.0,,hipvmag,tycho2b3,,2.39468104060914,1.46660889668346,258.05670451581,-25.2553502722834,0.0787297222753524,0.0582768804133853,1.0,0,1194933346,2,91,*,A0V,C,71
HD 150768,206253420,20190415,81939.0,6804-02510-1,313-093396,16441739-2727222,,J164417.39-272722.1,6.034008973030028e+18,12772455.0,,STAR,tmgaia2,251.072489558367,-27.4562440478555,tmgaia2,-10.9225,0.101449,-9.70482,0.0547537,gaia2,10.6431,0.0563797,gaia2,353.354387259057,11.8743487266223,253.20275388624,-5.11396738508404,6.656,0.024,6.58,0.03,,,,,,,,,,,6.327,0.026,6.328,0.047,6.254,0.02,AAA-111-111-000-0-0,,6.277,0.091,6.18,0.031,6.312,0.017,6.221,0.061,6.60089,0.000291,6.5564,0.006,gbprp,spect,8570.0,134.301,4.23511,0.0698557,,,1.84794,0.0514975,2.14,0.306944,0.339118,0.0590898,DWARF,16.595625,0.7064665,93.7076,0.49885,0.0,0.0,1984.0,0.10026431,,,0.0,0.0,0.0,,0.213959,0.39993,0.0404935,0.0625015,0.0534765,0.0647031,0.0663492,0.0733621,0.511896,0.901037,0.4962,0.5015,bj2018,144.767,123.835,spect,6.65109,0.001584,6.52763,0.002667,1.0,,hipvmag,tycho2b3,,1.61946268138901,0.849378220470845,251.072436561544,-27.4562858325075,0.0496474309817474,0.0343748484897933,1.0,0,1107684706,3,91,EB*,A2V,C,33
*  50 Cap,333461689,20190415,107527.0,5796-01289-1,392-127245,21464209-1141520,,J214642.12-114153.5,6.844193324351118e+18,7323423.0,,STAR,tmgaia2,326.675382408218,-11.6978459360772,tmgaia2,34.751,0.088682,-130.896,0.0916775,gaia2,15.7628,0.0525458,gaia2,43.2544846687339,-44.0934463937917,324.938634948722,1.60292357415967,7.431,0.026,6.99814,0.023,,,,,,,,,,,6.152,0.02,5.979,0.023,5.928,0.016,AAA-111-111-000-0-0,,5.888,0.137,5.841,0.047,5.934,0.015,5.927,0.049,6.88105,0.000344,6.5672,0.0062,gbprp,spect,6533.44,106.688,4.07013,0.0840235,,,1.77474,0.0666331,1.35,0.222198,0.241506,0.0517489,DWARF,5.170507,0.193247,63.3252,0.2123,0.0,0.0,64.0,0.00023669169,,,0.0,0.0,0.0,,0.17089,0.273505,0.0512362,0.0820301,0.04094,0.0625578,0.0854994,0.0825475,0.179944,0.20655,0.2116,0.213,bj2018,89.256,124.119,spect,7.13493,0.001981,6.5407,0.00465,1.0,,sirful,tycho2b3,,1.38255459486649,1.42197561466345,326.675535204083,-11.6984095161174,0.0467167311444696,0.0526317033348616,1.0,0,1716794461,4,92,PM*,F6V,C,35
V* KU Lib,466493185,20190415,71743.0,6154-00999-1,369-067651,14403109-1612335,,J144031.00-161234.4,6.286606170175268e+18,8698885.0,,STAR,tmgaia2,220.129609723702,-16.209292498255,tmgaia2,-111.693,0.0820992,-65.9937,0.0765642,gaia2,42.0902,0.0392573,gaia2,337.538086568343,39.2228745376945,222.757723592693,-0.568881822389177,7.9,0.017,7.24,0.03,,,,,,,,,,,5.947,0.021,5.629,0.018,5.531,0.018,AAA-111-111-000-0-0,,5.58,0.096,5.354,0.021,5.532,0.014,5.476,0.033,7.04377,0.000419,6.5742,0.006,gbprp,spect,5551.59,135.84,4.54892,0.0811794,0.0,0.04,0.871334,0.048505,0.98,0.126214,1.4814,0.335759,DWARF,0.6497315,0.01521615,23.7422,0.0223,0.0,0.0,93.0,0.000772985,,,0.0,0.0,0.0,,0.100967,0.151461,0.0537317,0.0432784,0.31922,0.352299,0.0851455,0.0772134,0.0154989,0.0149334,0.0223,0.0223,bj2018,119.09,152.59,spect,7.44295,0.00229,6.54329,0.002982,1.0,,hipvmag,apassdr9,,1.28595275217624,1.18719513184424,220.129108915361,-16.2095766383857,0.0385067230152366,0.0326856038748093,1.0,0,918805581,1,91,BY*,G8Vk:,C,108
HD 146416,49696160,20190415,79785.0,6214-02538-1,344-079542,16165876-2118147,,J161658.75-211815.1,6.244336167204228e+18,,,STAR,tmgaia2,244.244858685703,-21.3041314650425,tmgaia2,-15.2334,0.157931,-25.7563,0.100585,gaia2,7.68496,0.0681902,gaia2,353.980593701034,20.5974955340947,246.119352480422,0.025303841392237,6.607,0.024,6.61,0.03,,,,,,,,,,,6.514,0.024,6.515,0.038,6.485,0.027,AAA-111-111-000-0-0,,6.501,0.078,6.487,0.025,6.571,0.017,6.436,0.075,6.5751,0.000294,6.58643,0.0061,rered,spect,10691.0,254.023,4.23963,0.0874958,,,2.09189,0.146344,2.771,0.348352,0.302707,0.0729478,DWARF,51.50433,7.22825,129.655,1.155,0.0455011,0.0419785,452.0,0.006312237,,,0.0,0.0329487,0.0510083,panstarrs,0.256714,0.439989,0.133003,0.159685,0.0729264,0.0729692,0.0933138,0.0816779,5.71535,8.74115,1.145,1.165,bj2018,304.37,203.675,spect,6.60505,0.001131,6.55945,0.001538,1.0,,hipvmag,tycho2b3,,2.49172350413674,1.55941797437487,244.244788286742,-21.3042423602386,0.0658240387075835,0.0330597829268376,1.0,0,1051963382,3,91,*,B9V,C,97
HD 178341,187914009,20190415,94062.0,6287-01535-1,357-176417,19085707-1840577,,J190857.06-184057.8,4.087081880937347e+18,9668866.0,,STAR,tmgaia2,287.237812867059,-18.6827150491631,tmgaia2,-5.35959,0.101183,-13.5919,0.0755089,gaia2,12.7145,0.0680559,gaia2,17.9873141631488,-12.1473977237418,286.340008779131,3.78409434450688,7.311,0.025,6.96,0.03,,,,,,,,,,,6.259,0.027,6.106,0.033,6.021,0.021,AAA-111-111-000-0-0,,6.066,0.114,5.923,0.057,6.049,0.018,5.932,0.085,6.86033,0.000339,6.5978,0.0061,gbprp,spect,7080.0,108.125,4.07826,0.0847142,,,1.89607,0.0726558,1.57,0.271249,0.230322,0.0496979,DWARF,8.138368,0.3126885,78.4756,0.4223,0.0,0.0,1624.0,0.022136493,,,0.0,0.0,0.0,,0.156345,0.386153,0.0853427,0.0599688,0.0461271,0.0532687,0.0747096,0.0947188,0.257475,0.367902,0.4201,0.4245,bj2018,135.985,80.265,spect,7.06996,0.001739,6.57069,0.003775,1.0,,hipvmag,tycho2b3,,1.59017940708987,1.17143789535334,287.237788507465,-18.6827735698457,0.0493270679891133,0.0495861791698364,1.0,0,1653507230,3,92,*,F2IV,C,27
HD 136205,438898280,20190415,75027.0,6178-01119-1,353-073839,15195010-1933009,,J151950.00-193300.9,6.256237418498948e+18,8752836.0,,STAR,tmgaia2,229.958691665771,-19.550254491111,tmgaia2,-100.574,0.121696,5.71709,0.138889,gaia2,17.3508,0.0601173,gaia2,344.518026702624,31.0868095715424,232.672368137088,-1.14865472411687,7.43,0.0,7.06,0.03,,,,,,,,,,,6.14,0.021,5.912,0.017,5.875,0.02,AAA-111-111-000-0-0,,5.909,0.12,5.79,0.049,5.897,0.015,5.856,0.051,6.93851,0.000433,6.607,0.0061,gbprp,spect,6333.07,115.286,4.088,0.0799712,,,1.67296,0.0665176,1.25,0.182076,0.266962,0.0560485,DWARF,4.056254,0.149304,57.5393,0.20055,0.0,0.0,167.0,0.0018395354,,,0.0,0.0,0.0,,0.157036,0.207115,0.0600563,0.0729789,0.0680289,0.0440682,0.0840176,0.0759248,0.1692,0.129408,0.1999,0.2012,bj2018,115.735,114.838,spect,7.19627,0.001329,6.56878,0.003358,1.0,,hipvmag,apassdr9,,1.91484505754513,2.15350994183456,229.958232146793,-19.5502298764433,0.0542250017224516,0.0560847034406758,1.0,0,962174512,2,91,PM*,F5V,C,34
*  17 Lib,192622163,20190415,73249.0,5583-01007-1,395-059152,14581341-1109173,,J145813.40-110917.2,6.313776300792416e+18,6258784.0,,STAR,tmgaia2,224.555886848757,-11.1547640700792,tmgaia2,-7.41182,0.136987,-9.88488,0.130616,gaia2,8.13893,0.063407,gaia2,345.930848561868,40.8984872466399,225.382535311165,5.52695194533565,6.603,0.024,6.60964,0.023,,,,,,,,,,,6.561,0.029,6.568,0.044,6.568,0.027,AAA-111-111-000-0-0,,6.522,0.041,6.56,0.02,6.551,0.016,6.213,0.056,6.58463,0.000402,6.61077,0.0063,rered,spect,9840.0,132.426,4.17888,0.0701482,,,2.13686,0.0999122,2.514,0.324645,0.257654,0.0477329,DWARF,38.56802,3.464185,122.444,0.958,0.0391584,0.02824355,79.0,0.0023146302,,,0.0,0.0215796,0.0349075,panstarrs,0.276795,0.372494,0.109041,0.0907834,0.0455189,0.049947,0.0755699,0.0647265,2.6123,4.31607,0.951,0.965,bj2018,125.24,139.612,spect,6.60893,0.002071,6.58827,0.001783,1.0,,sirful,tycho2b3,,2.13420957939519,2.02521454745965,224.55585432227,-11.1548066299813,0.058835901751362,0.0519553552407973,1.0,0,938099225,2,91,*,K2III,C,40
HD 174115,224463111,20190415,92384.0,6289-01671-1,355-165410,18493536-1908324,,J184935.36-190832.4,4.0863366182358625e+18,,,STAR,tmgaia2,282.397315420621,-19.1423394613307,tmgaia2,-5.04876,0.115298,-0.944758,0.101931,gaia2,8.46604,0.0752518,gaia2,15.5721103813924,-8.20657840632374,281.727901760251,3.79363816851339,6.953,0.025,6.77,0.03,,,,,,,,,,,6.443,0.027,6.405,0.04,6.346,0.018,AAA-111-111-000-0-0,,6.319,0.079,6.3,0.024,6.373,0.016,6.263,0.059,6.73433,0.000492,6.62269,0.0072,rered,gaia2,8091.0,137.811,3.96458,0.0750359,,,2.41845,0.075196,1.966,0.306722,0.138987,0.0261499,DWARF,22.582773,1.020267,117.734,1.051,0.0122293,0.007250095,3568.0,0.031060897,,,0.0,0.00542577,0.00907442,panstarrs,0.201271,0.412174,0.0466799,0.103712,0.0184818,0.033818,0.0470568,0.103015,0.832824,1.20771,1.042,1.06,bj2018,94.9241,180.697,dered,6.84646,0.003237,6.60906,0.00565,1.0,,hipvmag,tycho2b3,,1.81325926800377,1.58099579852159,282.397292410608,-19.1423435290402,0.0575042513373642,0.0580287007667594,1.0,0,1603533844,2,92,*,A1mA5-F2,C,39
HD 141164,71058372,20190415,77435.0,6778-01979-1,331-079553,15482663-2350025,,J154826.59-235002.7,6.2368783859932e+18,11433684.0,,STAR,tmgaia2,237.110978313108,-23.8340573530418,tmgaia2,-48.5388,0.152158,-16.8233,0.0748756,gaia2,10.9728,0.0638624,gaia2,347.044091448825,23.5069917379306,240.147788691327,-3.73874983528427,6.813,0.025,6.71,0.03,,,,,,,,,,,6.474,0.026,6.474,0.023,6.46,0.017,AAA-111-111-000-0-0,,6.424,0.041,6.402,0.027,6.478,0.016,6.14,0.066,6.68785,0.000428,6.6309,0.006,gbprp,gaia2,8532.0,120.27,4.28691,0.0702206,,,1.73279,0.0490854,2.12,0.310388,0.407471,0.0713429,DWARF,14.334766,0.6001055,90.9003,0.5317,0.0,0.0,283.0,0.0019740756,,,0.0,0.0,0.0,,0.310379,0.310397,0.035704,0.0624668,0.0490806,0.0936052,0.0567095,0.0837318,0.649323,0.550888,0.5287,0.5347,bj2018,110.409,130.13,dered0,6.75781,0.001235,6.61396,0.001887,1.0,,hipvmag,tycho2b3,,2.41123140906246,1.16102188187624,237.110749842554,-23.8341297868635,0.0633494724683001,0.0323250249839872,1.0,0,1003209362,2,91,PM*,A2IV/V,D,20
HD 145127,68047964,20190415,79229.0,6784-01422-1,328-083052,16100987-2434567,,J161009.89-243457.7,6.049847575458557e+18,11480131.0,,STAR,tmgaia2,242.541159317433,-24.5824214665178,tmgaia2,-19.5624,0.165658,-33.8688,0.109382,gaia2,9.26896,0.0653495,gaia2,350.288971518919,19.5098564418597,245.159569549512,-3.48006095833814,6.656,0.023,6.64,0.03,,,,,,,,,,,6.542,0.021,6.57,0.059,6.547,0.026,AAA-111-111-000-0-0,,6.568,0.059,6.181,0.026,6.339,0.021,6.136,0.063,6.62067,0.000262,6.63432,0.0061,rered,gaia2,9913.0,487.089,4.31543,0.0910204,,,1.83398,0.0849497,2.536,0.379996,0.41112,0.100269,DWARF,29.261877,6.184405,107.561,0.762,0.0404968,0.04038375,499.0,0.016336227,,,0.0,0.0278917,0.0528758,panstarrs,0.286744,0.473248,0.0889814,0.0809181,0.0911684,0.109369,0.0697567,0.112284,3.85256,8.51625,0.757,0.767,bj2018,398.585,575.593,dered,6.65093,0.000767,6.61033,0.001491,1.0,,hipvmag,tycho2b3,,2.62881912144117,1.69575132089065,242.541066695534,-24.5825672905473,0.0681079649447004,0.0334690164388453,1.0,0,1039451293,3,91,*,A0V,C,46
*  18 Oph,191149891,20190415,,6813-00892-1,327-084276,16494443-2438266,,J164944.43-243827.0,6.046821272776094e+18,,,STAR,tmgaia2,252.435133273411,-24.6407440392107,tmgaia2,-2.92037,0.11714,-27.4151,0.0691394,gaia2,9.75419,0.0559717,gaia2,356.385708313287,12.6819071990274,254.067712419654,-2.16773623500717,6.872,0.025,6.735,0.002,,,,,,,,,,,6.445,0.018,6.396,0.029,6.332,0.024,AAA-111-111-000-0-0,,6.349,0.083,6.266,0.025,6.392,0.015,6.34,0.062,6.71402,0.000272,6.63664,0.0062,rered,gaia2,8408.0,146.031,4.15429,0.072896,,,2.00093,0.0579347,2.083,0.308491,0.260013,0.0477743,DWARF,18.027206,0.9123245,102.223,0.589,0.0132713,0.007865925,1856.0,0.034731306,,,0.0,0.00657568,0.00915617,panstarrs,0.254584,0.362399,0.0551699,0.0606995,0.0412009,0.0543476,0.0775971,0.0681949,0.814099,1.01055,0.586,0.592,bj2018,133.008,159.055,dered,6.78847,0.001529,6.60788,0.001753,1.0,,tycho2v3,tycho2b3,,1.85936501947889,1.07249973961865,252.435119439916,-24.6408620764484,0.0576379479487467,0.0424150392854941,1.0,0,1121691808,2,91,*,A1mA3/5-A7,C,12
HD 197593,259365501,20190415,102419.0,6331-01978-1,372-175139,20451498-1547538,,J204515.04-154753.6,6.886364989755992e+18,,,STAR,tmgaia2,311.312410815372,-15.7982557432623,tmgaia2,75.3531,0.0881077,6.58187,0.0560986,gaia2,15.9358,0.0492786,gaia2,30.6806007000611,-32.1507057212552,309.470409437774,2.16098061361635,7.295,0.025,6.98,0.03,,,,,,,,,,,6.325,0.026,6.201,0.046,6.121,0.026,AAA-111-111-000-0-0,,6.115,0.097,6.025,0.037,6.143,0.016,5.829,0.047,6.88531,0.000184,6.6381,0.006,gbprp,spect,7089.0,122.381,4.28624,0.0841399,,,1.49233,0.0582513,1.57,0.261542,0.472397,0.102224,DWARF,5.0671396,0.192296,62.6388,0.1948,0.0,0.0,190.0,0.15579379,,,0.0,0.0,0.0,,0.211114,0.311971,0.0644839,0.0520186,0.0986661,0.105781,0.0884343,0.0798455,0.183381,0.201211,0.1942,0.1954,bj2018,90.0999,154.663,spect,7.07715,0.000564,6.6056,0.000928,1.0,,hipvmag,tycho2b3,,1.37944149232842,0.869983727684382,311.31274798862,-15.798227404915,0.0436244627562014,0.0281464373362437,1.0,0,1707970955,2,92,**,F2/3IV/V,E,31
HD 193193,164332676,20190415,100233.0,6910-01973-1,324-210296,20194519-2513427,,J201945.08-251344.1,6.848935999040584e+18,12601871.0,,STAR,tmgaia2,304.93826565597,-25.2286034673032,tmgaia2,-123.569,0.0652455,-147.63,0.0479274,gaia2,25.0202,0.0423812,gaia2,17.9524782207074,-29.800060583798,301.364091412301,-5.51335214001514,7.772,0.023,7.2,0.03,,,,,,,,,,,6.13,0.026,5.855,0.036,5.758,0.017,AAA-111-111-000-0-0,,5.792,0.126,5.63,0.041,5.767,0.015,5.707,0.052,7.0477,0.000282,6.6459,0.0061,gbprp,spect,5976.31,137.069,4.28895,0.0838315,-0.0514255,0.00684944,1.24524,0.0634523,1.1,0.141282,0.569678,0.134688,DWARF,1.7821156,0.0532642,39.9216,0.06805,0.0,0.0,195.0,0.0002574328,,,0.0,0.0,0.0,,0.141257,0.141307,0.0519779,0.0749266,0.127839,0.141537,0.085144,0.082519,0.0453257,0.0612027,0.0679,0.0682,bj2018,115.782,158.356,spect,7.37444,0.001177,6.61108,0.003073,1.0,,hipvmag,tycho2b3,,1.0368279821125,0.743329206039156,304.93767752338,-25.2292390976389,0.0324220007892598,0.0259901644995216,1.0,0,1701603185,1,92,PM*,G2V,C,97
HD 127170,346156382,20190415,70923.0,6152-00670-1,374-067897,14301396-1514545,,J143013.92-151453.7,6.298922658911295e+18,,,STAR,tmgaia2,217.558157937485,-15.2484140296327,tmgaia2,-52.7086,0.1147,64.4576,0.113389,gaia2,15.9126,0.0760388,gaia2,335.392600468903,41.3134631825587,220.106600456005,-0.422082775502267,7.517,0.026,7.09463,0.023,,,,,,,,,,,6.24,0.021,6.07,0.029,6.039,0.021,AAA-111-111-000-0-0,,5.996,0.115,5.916,0.041,6.027,0.015,5.923,0.042,6.96409,0.000441,6.6514,0.006,gbprp,spect,6573.0,116.853,4.1284,0.0880255,,,1.67184,0.0669472,1.37,0.227857,0.293181,0.0661739,DWARF,4.700451,0.1892865,62.7318,0.3015,0.0,0.0,68.0,0.00050977245,,,0.0,0.0,0.0,,0.180761,0.274952,0.0751889,0.0587055,0.0566915,0.0756563,0.0739821,0.102069,0.198941,0.179632,0.3001,0.3029,bj2018,130.064,103.641,spect,7.21245,0.001881,6.6205,0.002851,1.0,,sirful,tycho2b3,,1.79433903498863,1.75868281946265,217.557922716635,-15.248136503976,0.0476373648674487,0.0636813638582273,1.0,0,908488921,1,91,PM*,F3/5V,D,29
HD 196800,269831195,20190415,102018.0,6921-01672-1,330-201912,20402233-2407049,,,6.806482034026893e+18,12364657.0,,STAR,tmgaia2,310.093056572429,-24.118028394811,tmgaia2,180.225,0.0841501,-291.897,0.0553804,gaia2,23.9797,0.0501431,gaia2,20.8834861777719,-33.9207541494589,306.199966254937,-5.57587736087876,8.039,0.0,7.21,0.03,,,,,,,,,,,6.106,0.018,5.878,0.034,5.789,0.017,AAA-111-111-000-0-0,,,,,,,,,,7.05831,0.000171,6.6551,0.006,gbprp,spect,5983.61,141.55,4.25886,0.0825694,0.18173,0.00680525,1.28914,0.0659397,1.1,0.147318,0.513447,0.12058,DWARF,1.9193122,0.05692325,41.6519,0.0876,0.0,0.0,168.0,0.00092391594,,,0.0,0.0,0.0,,0.182634,0.112003,0.0610472,0.0708322,0.100064,0.141095,0.0755285,0.0896103,0.0458862,0.0679603,0.0874,0.0878,bj2018,114.719,168.381,spect,7.38381,0.000718,6.61778,0.001016,1.0,,hipvmag,apassdr9,,1.33441079458806,0.85876759959113,310.093906757543,-24.1192851759235,0.0416121304479673,0.0252537904693677,1.0,0,1706902969,1,92,PM*,G1/2V,D,97
HD 127037,83834220,20190415,70893.0,6736-00778-1,323-075303,14294994-2532343,,J142949.95-253234.9,6.271524993811528e+18,12536544.0,,STAR,tmgaia2,217.458110212211,-25.5428800006318,tmgaia2,0.0900079,0.0893149,-37.7988,0.0672156,gaia2,4.37601,0.0382641,gaia2,329.294600631212,32.24314979599,223.302037958975,-10.2142738740744,8.992,0.022,7.72,0.03,,,,,,,,,,,5.634,0.018,5.074,0.024,4.871,0.023,AAA-111-111-000-0-0,,4.853,0.167,4.716,0.075,4.861,0.009,4.744,0.024,7.35431,0.000369,6.6578,0.0121,rered,gaia2,4558.0,122.0,,,,,12.551,,,,,,GIANT,,,227.045,1.9875,0.0425074,0.0189493,,,,,,0.0204332,0.0174654,panstarrs,,,,,,,,,,,1.97,2.005,bj2018,,,dered,8.01182,0.002805,6.61855,0.002575,1.0,,hipvmag,tycho2b3,,1.4200727544795,1.04223520595328,217.458110641724,-25.5430427454665,0.0403171943766125,0.0286336917150035,0.0,0,907464915,1,91,*,K1III,C,15
HD 141937,437430894,20190415,77740.0,6191-00172-1,358-076064,15521753-1826098,,J155217.59-182609.4,6.248534171318086e+18,8805582.0,,STAR,tmgaia2,238.073117235523,-18.4360538546795,tmgaia2,97.2306,0.132782,19.1127,0.115614,gaia2,29.9453,0.0640165,gaia2,351.888717220589,26.7812211357823,239.872692403399,1.72635213848755,7.856,0.0,7.25,0.03,,,,,,,,,,,6.127,0.02,5.866,0.027,5.764,0.016,AAA-111-111-000-0-0,,6.017,0.052,5.682,0.048,5.792,0.015,5.695,0.039,7.09149,0.000199,6.675,0.006,gbprp,spect,5857.0,98.4386,4.40886,0.0728801,0.11,0.1,1.06478,0.0406659,1.06,0.135723,0.87807,0.167752,DWARF,1.2020246,0.0314281,33.3622,0.0718,0.0,0.0,210.0,0.0008980761,,,0.0,0.0,0.0,,0.150789,0.120657,0.0538171,0.0275146,0.1299,0.205603,0.0643495,0.0814107,0.0314495,0.0314067,0.0717,0.0719,bj2018,88.1762,108.701,spect,7.43083,0.001112,6.63839,0.001427,1.0,,hipvmag,apassdr9,,2.08599256550615,1.79242992299877,238.073558514974,-18.435971564397,0.0627922470467126,0.0384720752285392,1.0,0,1009814055,1,91,PM*,G1V,C,192
HD 139817,32475364,20190415,,5596-00974-1,405-062594,15403596-0906318,,J154035.85-090632.9,6.3173242916747e+18,4075197.0,,STAR,tmgaia2,235.149865416968,-9.10886034585046,tmgaia2,-152.589,0.0857434,-112.928,0.0577069,gaia2,18.7658,0.0445255,gaia2,357.429735527656,35.3011346695536,235.020398989329,10.1992406085103,8.484,0.022,7.502,0.002,,,,,,,,,,,5.921,0.023,5.478,0.031,5.357,0.026,AAA-111-111-000-0-0,,5.298,0.153,5.236,0.052,5.346,0.015,5.313,0.033,7.24676,0.000209,6.6772,0.006,gbprp,gaia2,4990.0,122.0,,,,,2.2965,,,,,,GIANT,,,53.2068,0.127,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.1267,0.1273,bj2018,,,dered0,7.74907,0.001021,6.63683,0.001121,1.0,,tycho2v3,tycho2b3,,1.33376179996577,0.894857583046506,235.149200045774,-9.10934656423612,0.0375528061000683,0.026774213947958,0.0,0,991173685,1,91,PM*,K1/2IV,D,7
HD 148594,323181418,20190415,80819.0,6803-02097-1,311-089152,16301567-2754586,,J163015.67-275458.6,6.044312015450236e+18,14555797.0,,STAR,tmgaia2,247.565315880125,-27.9162524493049,tmgaia2,-10.2862,0.155892,-13.235,0.136112,gaia2,5.18343,0.0885411,gaia2,350.92816863409,13.9392066831613,250.178983314484,-6.00762023223399,6.965,0.024,6.89,0.03,,,,,,,,,,,6.42,0.024,6.414,0.049,6.361,0.021,AAA-111-111-000-0-0,,6.338,0.089,6.26,0.025,6.34,0.016,6.016,0.065,6.79933,0.000444,6.68001,0.0061,rered,gaia2,8129.0,441.841,3.55585,0.135523,,,3.88642,0.358214,1.981,0.382137,0.0337471,0.0122343,DWARF,59.42126,36.68495,191.954,3.2885,0.0305878,0.0974304,852.0,0.008443026,,,0.00089546,0.0238828,0.170978,panstarrs,0.265191,0.499083,0.375307,0.341121,0.0100251,0.0144435,0.129105,0.141941,11.9439,61.426,3.233,3.344,bj2018,400.047,483.635,dered,6.89657,0.000775,6.64266,0.001301,1.0,,hipvmag,tycho2b3,,2.49161073176549,2.11061963573631,247.565265759981,-27.9163094333421,0.0937627505669422,0.0610676433120681,1.0,0,1077458301,3,91,*,B8V,C,68
